STCOFIPS,Year,Annual Change (%),HPI
36005,2017,6.51,863.55
36005,2018,8.72,938.81
36005,2019,4.45,980.60
36005,2020,4.88,1028.47
36007,1975,.,100.00
36007,1976,11.09,111.09
36007,1977,11.59,123.96
36007,1978,7.54,133.31
36007,1979,10.31,147.04
36007,1980,-0.04,146.99
36007,1981,3.60,152.29
36007,1982,0.78,153.47
36007,1983,16.62,178.98
36007,1984,11.33,199.26
36007,1985,11.06,221.30
36007,1986,8.92,241.04
36007,1987,8.16,260.71
36007,1988,3.38,269.50
36007,1989,0.13,269.85
36007,1990,0.46,271.09
36007,1991,-0.85,268.80
36007,1992,1.93,273.98
36007,1993,-2.27,267.76
36007,1994,-5.35,253.43
36007,1995,-6.88,235.98
36007,1996,-1.98,231.32
36007,1997,-0.40,230.38
36007,1998,7.15,246.85
36007,1999,3.41,255.26
36007,2000,1.38,258.78
36007,2001,5.96,274.21
36007,2002,3.69,284.32
36007,2003,1.87,289.65
36007,2004,3.86,300.82
36007,2005,9.84,330.41
36007,2006,8.90,359.82
36007,2007,6.24,382.28
36007,2008,3.56,395.90
36007,2009,-0.99,391.99
36007,2010,-1.15,387.47
36007,2011,-3.55,373.70
36007,2012,-1.31,368.81
36007,2013,0.84,371.92
36007,2014,0.86,375.11
36007,2015,-3.62,361.53
36007,2016,2.12,369.20
36007,2017,2.09,376.91
36007,2018,2.27,385.46
36007,2019,2.44,394.84
36007,2020,5.44,416.34
36009,1986,.,100.00
36009,1987,18.36,118.36
36009,1988,3.02,121.94
36009,1989,1.49,123.76
36009,1990,7.65,133.23
36009,1991,3.52,137.92
36009,1992,9.57,151.13
36009,1993,0.37,151.69
36009,1994,0.56,152.54
36009,1995,1.32,154.56
36009,1996,-1.00,153.02
36009,1997,4.05,159.22
36009,1998,1.51,161.62
36009,1999,2.60,165.82
36009,2000,-2.35,161.92
36009,2001,8.03,174.93
36009,2002,5.17,183.97
36009,2003,2.65,188.84
36009,2004,5.72,199.64
36009,2005,6.77,213.17
36009,2006,2.12,217.68
36009,2007,1.44,220.81
36009,2008,4.70,231.19
36009,2009,-2.66,225.04
36009,2010,1.98,229.49
36009,2011,-3.61,221.21
36009,2012,-0.54,220.02
36009,2013,-2.98,213.47
36009,2014,6.98,228.37
36009,2015,-1.66,224.58
36009,2016,4.49,234.66
36009,2017,-0.20,234.19
36009,2018,-1.17,231.44
36009,2019,7.35,248.46
36009,2020,0.41,249.47
36011,1985,.,100.00
36011,1986,8.39,108.39
36011,1987,17.01,126.83
36011,1988,8.44,137.54
36011,1989,6.17,146.02
36011,1990,1.30,147.92
36011,1991,2.89,152.20
36011,1992,2.99,156.76
36011,1993,0.54,157.61
36011,1994,-1.20,155.72
36011,1995,2.34,159.36
36011,1996,-0.55,158.48
36011,1997,-0.32,157.98
36011,1998,2.38,161.73
36011,1999,1.47,164.10
36011,2000,-0.50,163.28
36011,2001,5.55,172.35
36011,2002,6.46,183.47
36011,2003,3.58,190.04
36011,2004,4.66,198.90
36011,2005,10.67,220.12
36011,2006,6.87,235.25
36011,2007,5.89,249.11
36011,2008,-0.19,248.63
36011,2009,0.20,249.14
36011,2010,-1.91,244.39
36011,2011,-0.16,243.99
36011,2012,-1.64,239.98
36011,2013,0.07,240.14
36011,2014,4.30,250.48
36011,2015,0.81,252.50
36011,2016,2.45,258.68
36011,2017,-0.91,256.32
36011,2018,4.55,267.99
36011,2019,3.40,277.11
36011,2020,7.08,296.73
36013,1977,.,100.00
36013,1978,28.12,128.12
36013,1979,5.81,135.57
36013,1980,8.25,146.76
36013,1981,1.55,149.03
36013,1982,-4.54,142.27
36013,1983,12.29,159.75
36013,1984,-0.63,158.74
36013,1985,7.85,171.20
36013,1986,8.02,184.93
36013,1987,4.51,193.27
36013,1988,4.16,201.31
36013,1989,5.21,211.80
36013,1990,0.32,212.47
36013,1991,6.19,225.62
36013,1992,4.19,235.06
36013,1993,2.57,241.11
36013,1994,-1.56,237.35
36013,1995,4.20,247.31
36013,1996,2.88,254.44
36013,1997,-0.30,253.69
36013,1998,5.59,267.88
36013,1999,0.04,267.98
36013,2000,5.93,283.86
36013,2001,4.31,296.10
36013,2002,1.86,301.61
36013,2003,2.93,310.46
36013,2004,3.65,321.81
36013,2005,7.08,344.58
36013,2006,2.32,352.57
36013,2007,3.08,363.44
36013,2008,1.06,367.29
36013,2009,0.41,368.80
36013,2010,-2.96,357.90
36013,2011,-0.63,355.65
36013,2012,0.55,357.60
36013,2013,-1.76,351.31
36013,2014,-0.68,348.93
36013,2015,3.56,361.36
36013,2016,0.44,362.93
36013,2017,3.97,377.35
36013,2018,5.95,399.79
36013,2019,4.99,419.75
36013,2020,4.73,439.61
36015,1977,.,100.00
36015,1978,2.72,102.72
36015,1979,19.37,122.61
36015,1980,15.22,141.28
36015,1981,1.75,143.75
36015,1982,-14.98,122.22
36015,1983,8.98,133.19
36015,1984,-5.50,125.87
36015,1985,2.54,129.07
36015,1986,16.18,149.95
36015,1987,12.08,168.06
36015,1988,20.49,202.50
36015,1989,3.93,210.46
36015,1990,6.09,223.28
36015,1991,-0.76,221.58
36015,1992,5.53,233.82
36015,1993,0.27,234.46
36015,1994,-1.35,231.31
36015,1995,-0.86,229.32
36015,1996,0.86,231.29
36015,1997,-1.16,228.61
36015,1998,3.01,235.48
36015,1999,2.33,240.97
36015,2000,4.78,252.49
36015,2001,4.30,263.34
36015,2002,1.99,268.58
36015,2003,1.40,272.33
36015,2004,3.26,281.22
36015,2005,4.48,293.81
36015,2006,5.09,308.77
36015,2007,5.05,324.37
36015,2008,-2.05,317.72
36015,2009,5.05,333.75
36015,2010,-0.32,332.67
36015,2011,0.93,335.76
36015,2012,2.38,343.75
36015,2013,0.03,343.85
36015,2014,1.81,350.07
36015,2015,-1.88,343.49
36015,2016,-0.49,341.80
36015,2017,1.96,348.49
36015,2018,2.80,358.25
36015,2019,2.73,368.02
36015,2020,2.94,378.83
36017,1992,.,100.00
36017,1993,-4.20,95.80
36017,1994,-6.58,89.49
36017,1995,-9.43,81.05
36017,1996,7.38,87.03
36017,1997,2.15,88.90
36017,1998,3.47,91.99
36017,1999,-1.90,90.24
36017,2000,1.48,91.57
36017,2001,5.14,96.28
36017,2002,4.08,100.21
36017,2003,7.61,107.84
36017,2004,8.40,116.89
36017,2005,14.86,134.27
36017,2006,12.47,151.01
36017,2007,-0.59,150.12
36017,2008,2.50,153.88
36017,2009,-1.11,152.16
36017,2010,-3.11,147.43
36017,2011,1.29,149.33
36017,2012,-1.14,147.63
36017,2013,-1.65,145.19
36017,2014,-0.80,144.03
36017,2015,1.23,145.80
36017,2016,-3.09,141.29
36017,2017,-3.07,136.95
36017,2018,10.06,150.73
36017,2019,12.82,170.05
36017,2020,-1.23,167.97
36019,1986,.,100.00
36019,1987,15.35,115.35
36019,1988,8.29,124.91
36019,1989,8.74,135.83
36019,1990,5.95,143.92
36019,1991,1.08,145.47
36019,1992,3.70,150.86
36019,1993,0.14,151.07
36019,1994,-2.61,147.13
36019,1995,2.06,150.16
36019,1996,-1.63,147.71
36019,1997,3.23,152.47
36019,1998,0.45,153.15
36019,1999,1.79,155.90
36019,2000,1.01,157.48
36019,2001,5.64,166.37
36019,2002,5.54,175.59
36019,2003,5.66,185.52
36019,2004,8.93,202.08
36019,2005,12.89,228.12
36019,2006,2.79,234.49
36019,2007,3.27,242.16
36019,2008,0.77,244.01
36019,2009,-0.12,243.73
36019,2010,-1.69,239.62
36019,2011,0.37,240.51
36019,2012,-2.18,235.25
36019,2013,-1.28,232.25
36019,2014,3.25,239.79
36019,2015,1.26,242.81
36019,2016,-0.75,241.00
36019,2017,3.15,248.58
36019,2018,4.11,258.81
36019,2019,3.93,268.96
36019,2020,2.79,276.46
36021,1987,.,100.00
36021,1988,23.86,123.86
36021,1989,8.26,134.09
36021,1990,-1.33,132.31
36021,1991,-7.67,122.15
36021,1992,5.33,128.66
36021,1993,-3.73,123.86
36021,1994,0.99,125.08
36021,1995,-6.94,116.40
36021,1996,8.44,126.23
36021,1997,-2.23,123.42
36021,1998,0.76,124.36
36021,1999,4.79,130.31
36021,2000,8.37,141.22
36021,2001,4.72,147.88
36021,2002,7.57,159.08
36021,2003,8.46,172.55
36021,2004,12.37,193.89
36021,2005,19.41,231.53
36021,2006,5.50,244.26
36021,2007,2.48,250.33
36021,2008,-0.87,248.16
36021,2009,-2.27,242.54
36021,2010,-5.70,228.71
36021,2011,-1.43,225.44
36021,2012,-3.49,217.56
36021,2013,0.04,217.64
36021,2014,0.48,218.68
36021,2015,-0.91,216.69
36021,2016,5.54,228.69
36021,2017,4.23,238.35
36021,2018,3.12,245.79
36021,2019,3.05,253.29
36021,2020,6.33,269.31
36023,1986,.,100.00
36023,1987,17.83,117.83
36023,1988,21.30,142.93
36023,1989,-2.13,139.89
36023,1990,8.63,151.96
36023,1991,-0.72,150.87
36023,1992,2.65,154.87
36023,1993,-0.10,154.71
36023,1994,-2.31,151.14
36023,1995,-2.05,148.04
36023,1996,0.78,149.20
36023,1997,-2.54,145.42
36023,1998,2.72,149.37
36023,1999,0.12,149.55
36023,2000,5.37,157.59
36023,2001,1.09,159.30
36023,2002,3.84,165.42
36023,2003,3.32,170.91
36023,2004,7.55,183.81
36023,2005,5.43,193.78
36023,2006,5.07,203.61
36023,2007,7.86,219.61
36023,2008,2.79,225.75
36023,2009,-0.86,223.80
36023,2010,-1.60,220.23
36023,2011,-2.82,214.03
36023,2012,-1.03,211.83
36023,2013,0.12,212.08
36023,2014,-1.14,209.66
36023,2015,6.70,223.72
36023,2016,2.67,229.70
36023,2017,-3.09,222.59
36023,2018,6.20,236.39
36023,2019,-0.23,235.86
36023,2020,7.67,253.94
36025,1992,.,100.00
36025,1993,5.23,105.23
36025,1994,0.06,105.30
36025,1995,-3.20,101.93
36025,1996,-11.86,89.85
36025,1997,7.10,96.23
36025,1998,2.16,98.30
36025,1999,5.80,104.00
36025,2000,1.30,105.36
36025,2001,0.59,105.98
36025,2002,5.83,112.15
36025,2003,8.04,121.17
36025,2004,9.05,132.14
36025,2005,20.96,159.84
36025,2006,5.11,168.01
36025,2007,7.13,179.98
36025,2008,-1.50,177.28
36025,2009,-5.67,167.22
36025,2010,-3.77,160.92
36025,2011,-3.68,155.00
36025,2012,-1.23,153.09
36025,2013,-4.49,146.21
36025,2014,0.21,146.51
36025,2015,1.50,148.71
36025,2016,-1.48,146.51
36025,2017,0.92,147.86
36025,2018,8.65,160.65
36025,2019,0.35,161.22
36025,2020,7.88,173.93
36027,1975,.,100.00
36027,1976,3.16,103.16
36027,1977,-2.81,100.26
36027,1978,7.78,108.06
36027,1979,22.73,132.61
36027,1980,7.65,142.76
36027,1981,9.28,156.02
36027,1982,6.68,166.44
36027,1983,7.61,179.11
36027,1984,12.04,200.68
36027,1985,13.32,227.41
36027,1986,21.83,277.06
36027,1987,18.80,329.15
36027,1988,7.17,352.76
36027,1989,-0.38,351.41
36027,1990,-1.03,347.79
36027,1991,-2.43,339.34
36027,1992,0.51,341.09
36027,1993,-5.39,322.70
36027,1994,-3.17,312.48
36027,1995,-1.58,307.54
36027,1996,4.22,320.51
36027,1997,1.09,323.99
36027,1998,4.16,337.47
36027,1999,4.85,353.82
36027,2000,12.00,396.26
36027,2001,10.87,439.34
36027,2002,11.82,491.25
36027,2003,9.88,539.79
36027,2004,13.26,611.37
36027,2005,14.66,701.01
36027,2006,4.60,733.28
36027,2007,-1.33,723.52
36027,2008,-5.68,682.45
36027,2009,-8.60,623.75
36027,2010,-4.65,594.76
36027,2011,-4.87,565.83
36027,2012,-5.23,536.24
36027,2013,-0.83,531.77
36027,2014,0.69,535.43
36027,2015,0.39,537.51
36027,2016,2.00,548.28
36027,2017,4.21,571.35
36027,2018,5.95,605.33
36027,2019,3.60,627.14
36027,2020,4.48,655.22
36029,1975,.,100.00
36029,1976,7.68,107.68
36029,1977,3.27,111.19
36029,1978,8.85,121.03
36029,1979,18.23,143.09
36029,1980,4.75,149.89
36029,1981,4.30,156.34
36029,1982,1.72,159.03
36029,1983,1.95,162.13
36029,1984,5.59,171.20
36029,1985,5.61,180.81
36029,1986,5.12,190.06
36029,1987,10.82,210.62
36029,1988,12.25,236.42
36029,1989,9.58,259.08
36029,1990,5.64,273.68
36029,1991,3.28,282.66
36029,1992,2.92,290.93
36029,1993,1.99,296.73
36029,1994,-0.41,295.51
36029,1995,-0.37,294.42
36029,1996,1.55,298.99
36029,1997,-1.39,294.84
36029,1998,1.67,299.76
36029,1999,-0.54,298.14
36029,2000,1.31,302.04
36029,2001,4.67,316.15
36029,2002,3.00,325.63
36029,2003,3.23,336.15
36029,2004,5.51,354.67
36029,2005,5.72,374.96
36029,2006,3.23,387.07
36029,2007,2.23,395.72
36029,2008,1.58,401.95
36029,2009,0.79,405.11
36029,2010,0.61,407.59
36029,2011,-0.38,406.04
36029,2012,0.38,407.58
36029,2013,2.18,416.48
36029,2014,4.09,433.52
36029,2015,2.76,445.49
36029,2016,4.27,464.51
36029,2017,5.86,491.71
36029,2018,6.47,523.51
36029,2019,4.48,546.96
36029,2020,5.09,574.78
36031,1989,.,100.00
36031,1990,-4.76,95.24
36031,1991,1.59,96.75
36031,1992,1.76,98.45
36031,1993,-2.03,96.46
36031,1994,2.52,98.89
36031,1995,-7.43,91.54
36031,1996,-0.03,91.51
36031,1997,3.28,94.51
36031,1998,9.48,103.47
36031,1999,5.28,108.93
36031,2000,4.07,113.36
36031,2001,6.38,120.59
36031,2002,7.88,130.10
36031,2003,4.88,136.44
36031,2004,8.31,147.79
36031,2005,14.06,168.57
36031,2006,12.61,189.82
36031,2007,1.11,191.93
36031,2008,3.41,198.49
36031,2009,-3.56,191.43
36031,2010,-1.00,189.51
36031,2011,-0.96,187.69
36031,2012,-1.71,184.47
36031,2013,-1.06,182.52
36031,2014,0.23,182.95
36031,2015,-2.24,178.86
36031,2016,3.74,185.54
36031,2017,2.87,190.86
36031,2018,3.62,197.76
36031,2019,4.96,207.57
36031,2020,3.00,213.79
36033,1991,.,100.00
36033,1992,4.13,104.13
36033,1993,-0.05,104.08
36033,1994,-0.05,104.03
36033,1995,1.47,105.56
36033,1996,4.72,110.55
36033,1997,-3.24,106.97
36033,1998,-2.21,104.60
36033,1999,6.84,111.76
36033,2000,0.99,112.86
36033,2001,3.32,116.60
36033,2002,7.26,125.07
36033,2003,3.98,130.05
36033,2004,7.02,139.18
36033,2005,13.65,158.19
36033,2006,7.37,169.85
36033,2007,4.99,178.32
36033,2008,4.81,186.88
36033,2009,-3.00,181.29
36033,2010,-4.19,173.69
36033,2011,-1.43,171.20
36033,2012,2.84,176.07
36033,2013,-1.42,173.56
36033,2014,1.22,175.67
36033,2015,0.26,176.13
36033,2016,3.40,182.12
36033,2017,2.10,185.95
36033,2018,0.49,186.86
36033,2019,5.72,197.54
36033,2020,0.91,199.34
36035,1991,.,100.00
36035,1992,3.91,103.91
36035,1993,1.29,105.26
36035,1994,-7.83,97.02
36035,1995,1.83,98.79
36035,1996,0.95,99.72
36035,1997,-4.22,95.51
36035,1998,4.87,100.17
36035,1999,-0.33,99.84
36035,2000,4.78,104.61
36035,2001,4.38,109.19
36035,2002,5.07,114.73
36035,2003,6.61,122.31
36035,2004,12.37,137.44
36035,2005,9.87,151.01
36035,2006,7.10,161.73
36035,2007,5.19,170.12
36035,2008,3.58,176.21
36035,2009,-5.54,166.45
36035,2010,0.35,167.03
36035,2011,-2.41,163.01
36035,2012,-3.69,157.00
36035,2013,2.78,161.37
36035,2014,-2.07,158.03
36035,2015,3.87,164.15
36035,2016,-2.33,160.32
36035,2017,2.51,164.34
36035,2018,6.88,175.65
36035,2019,4.56,183.65
36035,2020,2.45,188.15
36037,1977,.,100.00
36037,1978,7.54,107.54
36037,1979,13.76,122.34
36037,1980,6.70,130.53
36037,1981,17.77,153.73
36037,1982,-18.46,125.35
36037,1983,5.06,131.70
36037,1984,10.16,145.07
36037,1985,11.36,161.56
36037,1986,5.81,170.95
36037,1987,8.28,185.10
36037,1988,7.50,198.97
36037,1989,8.25,215.39
36037,1990,1.32,218.24
36037,1991,4.07,227.11
36037,1992,1.59,230.71
36037,1993,0.95,232.91
36037,1994,2.78,239.40
36037,1995,-0.03,239.32
36037,1996,3.11,246.76
36037,1997,1.57,250.64
36037,1998,-0.64,249.03
36037,1999,1.98,253.97
36037,2000,2.27,259.75
36037,2001,4.16,270.55
36037,2002,2.50,277.33
36037,2003,2.70,284.82
36037,2004,2.69,292.49
36037,2005,3.63,303.11
36037,2006,4.83,317.75
36037,2007,2.54,325.83
36037,2008,-2.46,317.81
36037,2009,1.02,321.06
36037,2010,0.99,324.22
36037,2011,-0.48,322.68
36037,2012,-1.45,318.00
36037,2013,-1.05,314.67
36037,2014,1.54,319.51
36037,2015,3.34,330.18
36037,2016,3.50,341.75
36037,2017,3.47,353.59
36037,2018,6.88,377.93
36037,2019,5.24,397.72
36037,2020,6.03,421.69
36039,1989,.,100.00
36039,1990,1.54,101.54
36039,1991,-1.10,100.43
36039,1992,4.53,104.98
36039,1993,1.85,106.92
36039,1994,-2.63,104.11
36039,1995,-11.14,92.52
36039,1996,12.25,103.85
36039,1997,-10.72,92.72
36039,1998,7.08,99.28
36039,1999,3.92,103.17
36039,2000,6.35,109.72
36039,2001,4.14,114.26
36039,2002,7.72,123.08
36039,2003,7.08,131.79
36039,2004,16.08,152.99
36039,2005,16.14,177.69
36039,2006,11.32,197.80
36039,2007,2.17,202.10
36039,2008,0.78,203.68
36039,2009,-4.77,193.96
36039,2010,-3.26,187.63
36039,2011,-3.84,180.42
36039,2012,-5.38,170.72
36039,2013,2.15,174.39
36039,2014,-3.91,167.57
36039,2015,5.79,177.27
36039,2016,0.67,178.45
36039,2017,2.23,182.43
36039,2018,3.99,189.70
36039,2019,3.26,195.88
36039,2020,8.03,211.61
36041,2009,.,100.00
36041,2010,4.39,104.39
36041,2011,-3.65,100.58
36041,2012,2.56,103.16
36041,2013,-8.88,93.99
36041,2014,20.52,113.28
36041,2015,-5.02,107.60
36041,2016,1.03,108.71
36041,2017,-7.02,101.08
36041,2018,0.15,101.24
36041,2019,3.64,104.92
36041,2020,7.11,112.38
36043,1985,.,100.00
36043,1986,9.40,109.40
36043,1987,14.26,125.01
36043,1988,7.18,133.98
36043,1989,7.81,144.45
36043,1990,6.17,153.37
36043,1991,4.56,160.36
36043,1992,0.41,161.03
36043,1993,0.73,162.21
36043,1994,-3.17,157.07
36043,1995,0.91,158.50
36043,1996,0.73,159.65
36043,1997,-3.61,153.89
36043,1998,0.07,154.00
36043,1999,3.54,159.46
36043,2000,1.15,161.30
36043,2001,4.00,167.74
36043,2002,2.82,172.47
36043,2003,3.97,179.32
36043,2004,9.07,195.59
36043,2005,8.59,212.39
36043,2006,5.08,223.17
36043,2007,5.18,234.73
36043,2008,2.01,239.46
36043,2009,0.26,240.09
36043,2010,-1.08,237.50
36043,2011,-4.55,226.68
36043,2012,-1.23,223.88
36043,2013,2.27,228.95
36043,2014,-0.73,227.28
36043,2015,1.83,231.45
36043,2016,1.80,235.61
36043,2017,-1.26,232.65
36043,2018,6.89,248.70
36043,2019,5.86,263.26
36043,2020,4.16,274.20
36045,1985,.,100.00
36045,1986,13.05,113.05
36045,1987,23.34,139.43
36045,1988,7.46,149.83
36045,1989,-2.81,145.61
36045,1990,-0.30,145.18
36045,1991,-0.98,143.76
36045,1992,1.55,145.99
36045,1993,2.99,150.36
36045,1994,-0.06,150.27
36045,1995,-3.38,145.20
36045,1996,3.19,149.84
36045,1997,-0.30,149.38
36045,1998,5.84,158.10
36045,1999,0.08,158.23
36045,2000,4.72,165.70
36045,2001,2.97,170.63
36045,2002,4.29,177.94
36045,2003,4.31,185.61
36045,2004,7.65,199.80
36045,2005,16.51,232.78
36045,2006,13.30,263.75
36045,2007,6.69,281.40
36045,2008,1.90,286.76
36045,2009,0.22,287.40
36045,2010,3.75,298.16
36045,2011,-2.34,291.19
36045,2012,3.73,302.06
36045,2013,0.29,302.95
36045,2014,-2.42,295.63
36045,2015,3.84,306.98
36045,2016,-2.95,297.92
36045,2017,-2.44,290.64
36045,2018,6.15,308.53
36045,2019,1.69,313.73
36045,2020,4.26,327.10
36047,1975,.,100.00
36047,1976,-1.54,98.46
36047,1977,8.42,106.74
36047,1978,4.11,111.13
36047,1979,2.93,114.39
36047,1980,6.74,122.09
36047,1981,15.07,140.50
36047,1982,13.05,158.83
36047,1983,11.81,177.59
36047,1984,16.21,206.38
36047,1985,23.70,255.29
36047,1986,20.76,308.28
36047,1987,18.69,365.90
36047,1988,12.16,410.39
36047,1989,0.50,412.45
36047,1990,-1.96,404.38
36047,1991,-3.95,388.42
36047,1992,0.33,389.70
36047,1993,-1.11,385.37
36047,1994,0.70,388.08
36047,1995,0.59,390.37
36047,1996,1.88,397.70
36047,1997,2.66,408.30
36047,1998,5.82,432.07
36047,1999,8.50,468.81
36047,2000,13.38,531.53
36047,2001,10.50,587.31
36047,2002,9.00,640.15
36047,2003,8.59,695.10
36047,2004,15.07,799.89
36047,2005,19.31,954.37
36047,2006,12.13,1070.14
36047,2007,4.78,1121.28
36047,2008,-1.83,1100.76
36047,2009,-6.12,1033.41
36047,2010,-2.30,1009.66
36047,2011,-0.23,1007.31
36047,2012,0.91,1016.43
36047,2013,2.74,1044.31
36047,2014,5.53,1102.04
36047,2015,9.13,1202.64
36047,2016,8.28,1302.24
36047,2017,7.83,1404.17
36047,2018,6.58,1496.56
36047,2019,4.40,1562.47
36047,2020,1.40,1584.40
36049,2003,.,100.00
36049,2004,15.51,115.51
36049,2005,12.93,130.44
36049,2006,0.74,131.41
36049,2007,13.55,149.21
36049,2008,5.55,157.48
36049,2009,-3.64,151.75
36049,2010,1.85,154.56
36049,2011,0.44,155.24
36049,2012,5.42,163.66
36049,2013,-6.94,152.29
36049,2014,6.81,162.66
36049,2015,0.43,163.36
36049,2016,5.90,173.01
36049,2017,-1.19,170.94
36049,2018,3.97,177.73
36049,2019,-1.97,174.23
36049,2020,6.19,185.02
36051,1985,.,100.00
36051,1986,4.61,104.61
36051,1987,10.57,115.67
36051,1988,6.98,123.74
36051,1989,2.44,126.76
36051,1990,2.39,129.79
36051,1991,2.15,132.58
36051,1992,1.79,134.96
36051,1993,1.13,136.48
36051,1994,-1.77,134.07
36051,1995,1.35,135.87
36051,1996,3.50,140.62
36051,1997,-0.31,140.18
36051,1998,0.31,140.62
36051,1999,5.34,148.12
36051,2000,-1.06,146.55
36051,2001,4.15,152.63
36051,2002,3.35,157.74
36051,2003,2.61,161.85
36051,2004,4.80,169.62
36051,2005,7.42,182.21
36051,2006,0.77,183.62
36051,2007,4.44,191.76
36051,2008,-0.36,191.07
36051,2009,0.15,191.36
36051,2010,-0.53,190.34
36051,2011,1.64,193.45
36051,2012,-0.08,193.29
36051,2013,0.18,193.65
36051,2014,-1.95,189.87
36051,2015,3.62,196.73
36051,2016,3.38,203.37
36051,2017,2.13,207.71
36051,2018,4.28,216.59
36051,2019,5.10,227.65
36051,2020,4.89,238.77
36053,1983,.,100.00
36053,1984,20.64,120.64
36053,1985,5.61,127.40
36053,1986,9.75,139.82
36053,1987,7.11,149.75
36053,1988,10.72,165.81
36053,1989,5.95,175.67
36053,1990,2.04,179.26
36053,1991,2.96,184.57
36053,1992,-0.37,183.90
36053,1993,0.07,184.02
36053,1994,1.03,185.92
36053,1995,-2.49,181.28
36053,1996,-0.23,180.87
36053,1997,2.20,184.85
36053,1998,0.68,186.11
36053,1999,2.16,190.13
36053,2000,3.15,196.12
36053,2001,3.68,203.34
36053,2002,5.17,213.85
36053,2003,3.43,221.18
36053,2004,7.31,237.34
36053,2005,8.94,258.55
36053,2006,5.59,273.00
36053,2007,2.28,279.24
36053,2008,0.71,281.23
36053,2009,0.80,283.49
36053,2010,-0.92,280.89
36053,2011,-2.58,273.66
36053,2012,-0.02,273.61
36053,2013,-0.53,272.15
36053,2014,0.12,272.48
36053,2015,2.51,279.31
36053,2016,1.74,284.19
36053,2017,4.19,296.11
36053,2018,0.41,297.33
36053,2019,6.20,315.78
36053,2020,1.23,319.65
36055,1975,.,100.00
36055,1976,9.12,109.12
36055,1977,1.47,110.73
36055,1978,7.46,118.98
36055,1979,14.27,135.96
36055,1980,6.73,145.10
36055,1981,5.64,153.29
36055,1982,11.62,171.10
36055,1983,9.23,186.89
36055,1984,9.67,204.97
36055,1985,7.33,219.98
36055,1986,6.63,234.58
36055,1987,5.97,248.59
36055,1988,4.89,260.74
36055,1989,2.96,268.45
36055,1990,0.42,269.59
36055,1991,0.82,271.80
36055,1992,1.58,276.11
36055,1993,0.68,277.98
36055,1994,-1.14,274.81
36055,1995,-1.27,271.33
36055,1996,0.83,273.59
36055,1997,-0.50,272.23
36055,1998,2.09,277.93
36055,1999,1.32,281.60
36055,2000,2.03,287.30
36055,2001,3.21,296.53
36055,2002,2.58,304.18
36055,2003,2.75,312.55
36055,2004,4.16,325.54
36055,2005,4.02,338.61
36055,2006,2.00,345.38
36055,2007,1.21,349.55
36055,2008,0.82,352.41
36055,2009,0.15,352.94
36055,2010,-0.35,351.69
36055,2011,-0.85,348.69
36055,2012,-0.01,348.64
36055,2013,0.54,350.54
36055,2014,1.10,354.39
36055,2015,2.20,362.18
36055,2016,2.10,369.78
36055,2017,3.91,384.24
36055,2018,5.61,405.81
36055,2019,3.69,420.78
36055,2020,4.91,441.45
36057,1991,.,100.00
36057,1992,-7.83,92.17
36057,1993,1.94,93.96
36057,1994,3.82,97.55
36057,1995,-7.34,90.39
36057,1996,-1.07,89.42
36057,1997,-4.05,85.80
36057,1998,6.06,90.99
36057,1999,0.04,91.03
36057,2000,-1.55,89.62
36057,2001,8.21,96.98
36057,2002,1.48,98.42
36057,2003,6.43,104.75
36057,2004,9.05,114.23
36057,2005,11.30,127.14
36057,2006,10.26,140.19
36057,2007,5.54,147.95
36057,2008,2.05,150.99
36057,2009,-3.46,145.77
36057,2010,-1.25,143.95
36057,2011,-1.96,141.12
36057,2012,-0.99,139.73
36057,2013,-0.99,138.35
36057,2014,-3.73,133.19
36057,2015,5.21,140.12
36057,2016,-0.23,139.81
36057,2017,0.72,140.81
36057,2018,1.30,142.64
36057,2019,8.28,154.45
36057,2020,2.32,158.03
36059,1975,.,100.00
36059,1976,-5.67,94.33
36059,1977,3.45,97.59
36059,1978,5.18,102.65
36059,1979,8.13,110.99
36059,1980,17.44,130.34
36059,1981,12.66,146.84
36059,1982,16.99,171.78
36059,1983,10.78,190.30
36059,1984,22.65,233.39
36059,1985,19.68,279.33
36059,1986,17.55,328.35
36059,1987,13.75,373.50
36059,1988,8.51,405.28
36059,1989,-1.58,398.87
36059,1990,-3.98,382.98
36059,1991,-3.85,368.25
36059,1992,1.18,372.58
36059,1993,0.26,373.56
36059,1994,1.25,378.23
36059,1995,0.53,380.24
36059,1996,2.12,388.31
36059,1997,2.73,398.90
36059,1998,4.87,418.31
36059,1999,9.25,457.02
36059,2000,16.77,533.64
36059,2001,9.18,582.65
36059,2002,10.51,643.86
36059,2003,9.39,704.33
36059,2004,13.29,797.97
36059,2005,15.83,924.26
36059,2006,7.07,989.63
36059,2007,-0.96,980.18
36059,2008,-5.01,931.04
36059,2009,-7.18,864.21
36059,2010,-3.18,836.71
36059,2011,-2.68,814.31
36059,2012,-2.51,793.88
36059,2013,1.08,802.42
36059,2014,4.55,838.94
36059,2015,4.13,873.57
36059,2016,4.00,908.47
36059,2017,6.21,964.85
36059,2018,6.56,1028.12
36059,2019,4.07,1070.00
36059,2020,2.68,1098.64
36061,1998,.,100.00
36061,1999,2.09,102.09
36061,2000,5.98,108.19
36061,2001,15.75,125.23
36061,2002,23.52,154.67
36061,2003,12.06,173.33
36061,2004,11.40,193.09
36061,2005,-11.16,171.54
36061,2006,51.99,260.71
